用户编码,姓名,经历序号,起始时间（YYYY-MM-DD）,终止时间（（YYYY-MM-DD））,是否全国性组织,是否中央派出,一级关键词编码,地方一级关键词,二级关键词编码,地方二级关键词,地区级别,录入信息备注,地方三级关键词,基本大类别,职务一级关键词编码,职务一级关键词,录入信息备注,职务二级关键词,职务三级关键词,具体职务,级别,标志位,学历,序号
3033,莫负春,24,4/1/2010,12/1/2010,否,否,310000,上海市,,,,,,政府_国务院,3479,世博中国馆,,,,副总代表、党委书记,正厅,无,硕士,24
3033,莫负春,25,12/1/2010,2/1/2013,否,否,310000,上海市,310112,闵行区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,25
3033,莫负春,26,9/1/2011,11/1/2011,是,否,840000,中央,,,,,,学校,80001,中央党校,,第57期厅局级干部进修班,,学员,正厅,学校,硕士,26
3033,莫负春,27,2/1/2013,7/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,硕士,27
3033,莫负春,28,7/1/2013,7/1/2015,否,否,310000,上海市,,,,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,正厅,秘书,硕士,28
3033,莫负春,29,11/1/2013,7/1/2015,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,29
3034,沈骏,1,10/1/1971,7/1/1984,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,地方企业,9148,卢湾区房屋修建公司,,工程队,,工人,无级别,无,不详,1
3034,沈骏,2,10/1/1971,7/1/1984,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,地方企业,9148,卢湾区房屋修建公司,,,,团支部书记、党支部副书记、党支部书记,小于副处,无,不详,2
3034,沈骏,3,4/1/1986,7/1/1988,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,共青团,4600,共青团委,,,,书记,正处,无,不详,3
3034,沈骏,4,7/1/1988,5/1/1990,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,党委,1302,组织部 （党委）,,,,副部长,正处,无,不详,4
3034,沈骏,5,6/1/1990,1/1/1993,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,政府_国务院,2624,住房和城乡建设(建设)部/厅/局,,,,局长、党委副书记,正处,无,不详,5
3034,沈骏,6,1/1/1993,10/1/1994,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,政府_国务院,2662,政府/国务院办公厅,,,,主任,正处,秘书,不详,6
3034,沈骏,7,10/1/1993,10/1/1994,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长助理,正处,无,不详,7
3034,沈骏,8,10/1/1994,12/1/1997,否,否,310000,上海市,310103,卢湾区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,不详,8
3034,沈骏,9,12/1/1997,8/1/1998,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,不详,9
3034,沈骏,10,8/1/1998,4/1/2003,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,10
3034,沈骏,11,4/1/2003,1/1/2008,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,不详,11
3034,沈骏,12,4/1/2003,1/1/2008,否,否,310000,上海市,,,,,,政府_国务院,34030,深水港工程建设指挥部,,,,党组书记、常务副总指挥,正厅,无,不详,12
3034,沈骏,13,4/1/2003,1/1/2008,否,否,310000,上海市,,,,,,政府_国务院,3473,上海临港新城管委会,,,,第一副主任,正厅,无,不详,13
3034,沈骏,14,1/1/2008,1/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副部,副省长（非常委）,不详,14
3034,沈骏,15,9/1/2009,1/1/2013,否,否,310000,上海市,,,,,,政府_国务院,34043,虹桥商务区管委会,,,,主任,副部,无,不详,15
3034,沈骏,16,1/1/2013,6/1/2013,否,否,310000,上海市,,,,,,其他,7654,不详,,,,待职,副部,无,不详,16
3034,沈骏,17,6/1/2013,7/1/2015,否,否,310000,上海市,,,,,,地方企业,9078,上海国际集团有限公司,,,,董事长、党委书记,副部,无,不详,17
3035,孙潮,1,12/1/1973,2/1/1977,否,否,310000,上海市,310120,奉贤区,地级市（区）,,,基层组织,9743,星火农场,,“五七”连,,职工、民兵连长、副指导员,小于副处,无,高中,1
3035,孙潮,2,2/1/1977,8/1/1980,否,否,310000,上海市,310120,奉贤区,地级市（区）,,,基层组织,9743,星火农场,,17连,,党支部书记,小于副处,无,高中,2
3035,孙潮,3,8/1/1980,7/1/1984,是,否,310000,上海市,,,,,,学校,81127,华东政法大学,,法律系,法律理论,学生,无级别,学校,本科,3
3035,孙潮,4,7/1/1984,7/1/1987,是,否,310000,上海市,,,,,,学校,81127,华东政法大学,,法律系,宪法专业,学生,无级别,学校,硕士,4
3035,孙潮,5,7/1/1987,6/1/1995,是,否,310000,上海市,,,,,,学校,81127,华东政法大学,,法律系,立法研究室,副主任,小于副处,学校,硕士,5
3035,孙潮,6,8/1/1989,1/1/1991,是,否,830100,美国,,,,,,学校,82059,乔治敦大学,,,,研修生,小于副处,学校,硕士,6
3035,孙潮,7,10/1/1993,12/1/1993,是,否,830100,美国,,,,,,学校,82121,威斯康辛大学,,法学院,,讲学,小于副处,学校,硕士,7
3035,孙潮,8,6/1/1995,4/1/1997,是,否,310000,上海市,,,,,,学校,81127,华东政法大学,,科研处,,副处长,副处,学校,硕士,8
3035,孙潮,9,3/1/1996,6/1/1996,是,否,831110,澳大利亚,,,,,,学校,82147,悉尼大学,,法学院,,讲学,副处,学校,硕士,9
3035,孙潮,10,4/1/1997,3/1/1998,是,否,310000,上海市,,,,,,学校,81127,华东政法大学,,科研处,,处长,正处,学校,硕士,10
3035,孙潮,11,11/1/1997,4/1/1998,是,否,830100,美国,,,,,,学校,82072,华盛顿大学,,,,讲学,正处,学校,硕士,11
3035,孙潮,12,3/1/1998,3/1/2001,否,否,310000,上海市,,,,,,人大,1000,人大常委会,,,,委员,正处,无,硕士,12
3035,孙潮,13,3/1/1998,3/1/2001,否,否,310000,上海市,,,,,,人大,1007,人大法律委员会,,,,委员,正处,无,硕士,13
3035,孙潮,14,3/2/1998,2/1/2001,否,否,310000,上海市,,,,,,人大,1005,人大常委会法制工作委员会,,,,委员,正处,无,硕士,14
3035,孙潮,15,9/1/2001,11/1/2001,是,否,830100,美国,,,,,,学校,80755,耶鲁大学,,法学院,,讲学,正处,学校,硕士,15
3035,孙潮,16,3/1/2001,2/1/2003,否,否,310000,上海市,,,,,,人大,1000,人大常委会,,,,委员,副厅,无,硕士,16
3035,孙潮,17,3/1/2001,2/1/2003,否,否,310000,上海市,,,,,,人大,1007,人大法律委员会,,,,委员,副厅,无,硕士,17
3035,孙潮,18,2/1/2003,4/1/2003,否,否,310000,上海市,,,,,,人大,1000,人大常委会,,,,干部,副厅,无,硕士,18
3035,孙潮,19,2/1/2000,12/1/2003,是,否,420000,湖北省,,,,,,学校,42001,武汉大学,,法学院,宪法学与行政法专业,学员,副厅,学校,硕士,19
3035,孙潮,20,4/1/2003,6/1/2006,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,20
3035,孙潮,21,6/1/2006,4/1/2014,否,否,310000,上海市,310112,闵行区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,21
3035,孙潮,22,9/1/2012,1/1/2013,是,否,840000,中央,,,,,,学校,80001,中央党校,,第33期中青年干部培训班,,学员,正厅,学校,硕士,22
3035,孙潮,23,5/1/2014,7/1/2015,否,否,520000,贵州省,,,,,,法院_检察院,1200,人民法院,,,,院长、党组书记,副部,无,硕士,23
3036,陈寅,1,9/1/1980,8/1/1984,是,否,310000,上海市,,,,,,学校,31003,同济大学,,建筑工程分校,,学生,无级别,学校,本科,1
3036,陈寅,2,8/1/1984,2/1/1985,否,否,310000,上海市,,,,,,地方企业,9094,上海市自来水厂（公司）,,,,技术员,无级别,无,本科,2
3036,陈寅,3,2/1/1985,2/1/1986,否,否,310000,上海市,,,,,,地方企业,9308,黄浦江上游饮水工程公司,,浦东指挥部,过江管组,工作人员,无级别,无,本科,3
3036,陈寅,4,2/1/1986,7/1/1989,否,否,310000,上海市,,,,,,地方企业,9308,黄浦江上游饮水工程公司,,浦东指挥部,过江管组,组长、团支部书记,小于副处,无,本科,4
3036,陈寅,5,7/1/1989,2/1/1991,否,否,310000,上海市,,,,,,地方企业,9308,黄浦江上游饮水工程公司,,工程科,,副科长,小于副处,无,本科,5
3036,陈寅,6,2/1/1991,11/1/1992,否,否,310000,上海市,,,,,,地方企业,9308,黄浦江上游饮水工程公司,,,,经理助理,小于副处,无,本科,6
3036,陈寅,7,2/1/1991,11/1/1992,否,否,310000,上海市,,,,,,地方企业,9308,黄浦江上游饮水工程公司,,,,副经理,副处,无,本科,7
3036,陈寅,8,12/1/1994,2/1/1998,否,否,310000,上海市,,,,,,地方企业,9094,上海市自来水厂（公司）,,,,副总经理,副处,无,本科,8
3036,陈寅,9,8/1/1994,10/1/1995,否,否,540000,西藏自治区,,,,,,政府_国务院,34024,日喀则水厂工程,,,,项目负责人,副处,无,本科,9
3036,陈寅,10,5/1/1996,4/1/1997,是,否,830100,美国,,,,,,学校,82031,上海市委组织部高级经济管理人员培训班,,,,学员,副处,学校,本科,10
3036,陈寅,11,2/1/1998,4/1/2000,否,否,310000,上海市,,,,,,政府_国务院,3236,公用事业局,,,,局长助理,正处,无,本科,11
3036,陈寅,12,4/1/2000,8/1/2003,否,否,310000,上海市,,,,,,政府_国务院,2623,水利部/厅/局,,,,副局长,副厅,无,本科,12
3036,陈寅,13,9/1/2001,7/1/2003,是,否,310000,上海市,,,,,,学校,31004,华东师范大学,,经济研究生课程,,学员,副厅,学校,本科,13
3036,陈寅,14,9/1/2001,7/1/2003,是,否,820000,澳门特别行政区,,,,,,学校,81280,澳门科技大学,,工商管理硕士研究生班,,学员,副厅,学校,硕士,14
3036,陈寅,15,8/1/2003,9/1/2006,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副主任,正厅,无,硕士,15
3036,陈寅,16,9/1/2006,4/1/2010,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,16
3036,陈寅,17,4/1/2010,12/1/2014,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,硕士,17
3036,陈寅,18,12/1/2014,8/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,硕士,18
3036,陈寅,19,12/1/2014,8/1/2015,否,否,310000,上海市,,,,,,政府_国务院,3478,上海自贸区管委会,,,,常务副主任、党组书记,正厅,无,硕士,19
3036,陈寅,20,8/1/2015,8/1/2015,否,否,310000,上海市,,,,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,正厅,秘书,硕士,20
3037,过剑飞,1,,,否,否,310000,上海市,,,,,,政府_国务院,2802,财税局,,第二分局,第二税务所行业组,组长,小于副处,无,硕士,1
3037,过剑飞,2,,,否,否,310000,上海市,,,,,,政府_国务院,2802,财税局,,第二分局,第二税务所人事教育科,科员,小于副处,无,硕士,2
3037,过剑飞,3,,,否,否,310000,上海市,,,,,,政府_国务院,2802,财税局,,第二分局,第四财税所,副所长,小于副处,无,硕士,3
3037,过剑飞,4,,,否,否,310000,上海市,,,,,,政府_国务院,2802,财税局,,第二分局,综合计划科,副科长、科长,小于副处,无,硕士,4
3037,过剑飞,5,,,否,否,310000,上海市,,,,,,政府_国务院,2673,国有资产监督管理委员会,,,,主任科员,小于副处,无,硕士,5
3037,过剑飞,6,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2802,财税局,,第三分局,,副局长,小于副处,无,硕士,6
3037,过剑飞,7,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2802,财税局,,预算处,,副处长,小于副处,无,硕士,7
3037,过剑飞,8,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2802,财税局,,预算处,,处长,小于副处,无,硕士,8
3037,过剑飞,9,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2802,财税局,,,,局长助理,小于副处,无,硕士,9
3037,过剑飞,10,9/1/2000,5/1/2003,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2615,财政部/厅/局,,,,副局长,副处,无,硕士,10
3037,过剑飞,11,5/1/2003,6/1/2004,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2616,国家审计署/地方审计厅/局,,,,局长,正处,无,硕士,11
3037,过剑飞,12,6/1/2004,12/1/2006,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2615,财政部/厅/局,,,,局长,正处,无,硕士,12
3037,过剑飞,13,12/1/2006,6/1/2009,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,硕士,13
3037,过剑飞,14,12/1/2006,6/1/2009,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2615,财政部/厅/局,,,,局长,副厅,无,硕士,14
3037,过剑飞,15,6/1/2009,7/1/2010,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,硕士,15
3037,过剑飞,16,7/1/2010,5/1/2014,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,16
3037,过剑飞,17,5/1/2014,7/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2671,国家税务局,,,,局长,正厅,无,硕士,17
3037,过剑飞,18,5/1/2014,7/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2726,地方税务局,,,,局长,正厅,无,硕士,18
3038,鲍炳章,1,,,否,否,310000,上海市,,,,,,地方企业,9103,上海振申医药实业有限公司,,,,总经理助理、副总经理,小于副处,无,硕士,1
3038,鲍炳章,2,,,否,否,310000,上海市,,,,,,地方企业,9095,上海市药材有限公司,,,,副总经理,副处,无,硕士,2
3038,鲍炳章,3,,,否,否,310000,上海市,,,,,,地方企业,9071,上海医药（集团）有限公司,,总裁办公室,,副主任,副处,秘书,硕士,3
3038,鲍炳章,4,,,否,否,310000,上海市,,,,,,地方企业,9071,上海医药（集团）有限公司,,总裁办公室,,主任,正处,秘书,硕士,4
3038,鲍炳章,5,3/1/2003,8/1/2005,否,否,310000,上海市,,,,,,地方企业,9122,中美施贵宝制药有限公司,,,,董事长、党委书记,正处,无,硕士,5
3038,鲍炳章,6,8/1/2005,12/1/2006,否,否,310000,上海市,,,,,,地方企业,9071,上海医药（集团）有限公司,,抗生素事业部,,常务副总裁,正处,无,硕士,6
3038,鲍炳章,7,12/1/2006,12/1/2011,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,硕士,7
3038,鲍炳章,8,12/1/2011,6/1/2014,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,硕士,8
3038,鲍炳章,9,6/1/2014,7/1/2015,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,9
3039,薛潮,1,,,否,否,310000,上海市,,,,,,地方企业,9097,上海市锅炉厂,,,,团委副书记,小于副处,无,不详,1
3039,薛潮,2,,,否,否,310000,上海市,,,,,,政府_国务院,2834,机械电子工业部/厅/局（88-93存在）,,,,团委副书记,副处,无,不详,2
3039,薛潮,3,,,否,否,310000,上海市,,,,,,地方企业,9075,上海四方锅炉厂,,,,党委副书记、党委书记,正处,无,不详,3
3039,薛潮,4,3/1/1993,5/1/1996,否,否,310000,上海市,,,,,,共青团,4600,共青团委,,,,副书记,副厅,无,不详,4
3039,薛潮,5,5/1/1996,12/1/2000,否,否,310000,上海市,,,,,,共青团,4600,共青团委,,,,书记,正厅,无,不详,5
3039,薛潮,6,9/1/1994,10/1/1997,是,否,310000,上海市,,,,,,学校,81078,上海大学,,管理工程系,,学员,正厅,学校,不详,6
3039,薛潮,7,12/1/2000,4/1/2003,否,否,310000,上海市,310105,长宁区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,7
3039,薛潮,8,4/1/2003,12/1/2008,否,否,310000,上海市,310105,长宁区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,不详,8
3039,薛潮,9,11/1/2008,2/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,不详,9
3039,薛潮,10,11/1/2008,2/1/2013,否,否,310000,上海市,,,,,,政府_国务院,34011,对口支援都江堰灾后重建指挥部,,,,总指挥,正厅,无,不详,10
3039,薛潮,11,2/1/2013,7/1/2015,否,否,310000,上海市,,,,,,人大,1000,人大常委会,,,,副主任,副部,无,不详,11
3040,卞百平,1,6/1/1974,6/1/1984,否,否,340000,安徽省,,,,,,基层组织,4090,不详,,,,插队务农,无级别,无,高中,1
3040,卞百平,2,6/1/1974,6/1/1984,否,否,990004,不详,,,,,,军队,7175,不详,,,,战士,无级别,军队,高中,2
3040,卞百平,3,6/1/1974,6/1/1984,否,否,310000,上海市,310106,静安区,地级市（区）,,,地方企业,9300,饮食公司,,武装部,,职工,无级别,无,高中,3
3040,卞百平,4,6/1/1984,6/1/1988,否,否,310000,上海市,310106,静安区,地级市（区）,,,党委,1302,组织部 （党委）,,,,干部,小于副处,无,高中,4
3040,卞百平,5,6/1/1988,6/1/1991,否,否,310000,上海市,310106,静安区,地级市（区）,,,共青团,4600,共青团委,,,,书记,正处,无,高中,5
3040,卞百平,6,6/1/1988,6/1/1991,否,否,310000,上海市,310106,静安区,地级市（区）,,,共青团,4604,青年联合会,,,,主席,正处,无,高中,6
3040,卞百平,7,6/1/1988,6/1/1991,否,否,310000,上海市,,,,,,共青团,4604,青年联合会,,,,常委,正处,无,高中,7
3040,卞百平,8,6/1/1991,6/1/1997,否,否,310000,上海市,310106,静安区,地级市（区）,,,党委,1394,建设工委,,,,书记,正处,无,高中,8
3040,卞百平,9,6/1/1991,6/1/1997,否,否,310000,上海市,310106,静安区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长助理,正处,无,高中,9
3040,卞百平,10,6/1/1997,4/1/2003,否,否,310000,上海市,310106,静安区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,高中,10
3040,卞百平,11,6/1/1997,4/1/2003,否,否,310000,上海市,,,,,,政府_国务院,34005,城市交通管理局,,,,副局长,副厅,无,高中,11
3040,卞百平,12,4/1/2003,11/1/2006,否,否,310000,上海市,,,,,,政府_国务院,34005,城市交通管理局,,,,局长,正厅,无,高中,12
3040,卞百平,13,11/1/2006,4/1/2009,否,否,310000,上海市,310106,静安区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,高中,13
3040,卞百平,14,11/1/2008,10/1/2014,否,否,310000,上海市,310106,静安区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,高中,14
3040,卞百平,15,10/1/2014,7/1/2015,否,否,310000,上海市,,,,,,地方企业,9107,上海汽车集团,,监事会,,主席,正厅,无,高中,15
3041,王为人,1,2/1/2013,11/1/2014,否,否,310000,上海市,,,,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,正厅,秘书,本科,1
3041,王为人,2,11/1/2014,7/1/2015,否,否,310000,上海市,310105,长宁区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,2
3042,孙卫国,1,3/1/1985,12/1/1992,否,否,310000,上海市,,,,,,党委,1308,纪律检查委员会,,,,秘书长、常委,副厅,秘书,专科,1
3042,孙卫国,2,12/1/1992,4/1/1995,否,否,310000,上海市,,,,,,党委,1308,纪律检查委员会,,,,纪委副书记,正厅,无,专科,2
3042,孙卫国,3,12/1/1992,4/1/1995,否,否,310000,上海市,,,,,,政府_国务院,2608,监察部/厅/局,,,,副主任,正厅,无,专科,3
3042,孙卫国,4,5/1/1995,8/1/2000,否,否,310000,上海市,310260,南市区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,专科,4
3042,孙卫国,5,10/1/2000,9/1/2011,否,否,310000,上海市,310109,虹口区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,专科,5
3043,吴清,1,1/1/1989,,是,否,840000,中央,,,,,,政府_国务院,2603,发展改革/计划委员会,,综合司,,干部,小于副处,无,不详,1
3043,吴清,2,,,是,否,840000,中央,,,,,,政府_国务院,2603,发展改革/计划委员会,,综合司,,副主任科员,小于副处,无,不详,2
3043,吴清,3,,,是,否,840000,中央,,,,,,政府_国务院,2603,发展改革/计划委员会,,综合司,,主任科员,小于副处,无,不详,3
3043,吴清,4,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,,,办公室干部,小于副处,无,不详,4
3043,吴清,5,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,机构部,综合处,副处长,副处,无,不详,5
3043,吴清,6,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,机构部,综合处,处长,正处,无,不详,6
3043,吴清,7,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,机构部,,副主任,副厅,无,不详,7
3043,吴清,8,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,监管部,,副主任,副厅,无,不详,8
3043,吴清,9,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,监管部,,主任,正厅,无,不详,9
3043,吴清,10,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,证券公司风险处置办公室,,主任,正厅,无,不详,10
3043,吴清,11,,,是,否,840000,中央,,,,,,政府_国务院,2701,中国证券监督管理委员会,,基金监管部,,主任,正厅,无,不详,11
3043,吴清,12,11/1/2010,7/1/2013,否,否,310000,上海市,310109,虹口区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,12
3043,吴清,13,7/1/2013,7/1/2015,否,否,310000,上海市,310109,虹口区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,不详,13
3044,薛全荣,1,,,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,地方企业,9315,上海市黄浦区第一饮食公司,,,,党委书记,正处,无,不详,1
3044,薛全荣,2,,,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,政府_国务院,2603,发展改革/计划委员会,,,,副主任,正处,无,不详,2
3044,薛全荣,3,,,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,政府_国务院,2650,旅游局,,,,主任,正处,无,不详,3
3044,薛全荣,4,6/1/1988,6/1/1992,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,政府_国务院,2603,发展改革/计划委员会,,,,主任,正处,无,不详,4
3044,薛全荣,5,6/1/1988,6/1/1992,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长助理,正处,无,不详,5
3044,薛全荣,6,6/1/1992,6/1/1996,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,不详,6
3044,薛全荣,7,6/1/1996,6/1/2001,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,7
3044,薛全荣,8,6/1/2001,4/1/2006,否,否,310000,上海市,310101,黄浦区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,不详,8
3044,薛全荣,9,4/1/2006,12/1/2006,否,否,310000,上海市,,,,,,地方企业,9321,上海百联集团有限公司,,,,董事长、党委书记,正厅,无,不详,9
3044,薛全荣,10,12/1/2006,9/1/2009,否,否,310000,上海市,,,,,,其他,7654,不详,,,,停职检查,无级别,无,不详,10
3044,薛全荣,11,9/1/2009,5/1/2015,否,否,310000,上海市,,,,,,政府_国务院,34043,虹桥商务区管委会,,,,常务副主任、党委书记,正厅,无,不详,11
3045,程光,1,,,是,否,310000,上海市,,,,,,中央企业,5048,上海宝钢集团公司,,,,总会计师、副总经理,副厅,无,硕士,1
3045,程光,2,,,是,否,110000,北京市,,,,,,中央企业,5153,中国国际钢铁投资公司,,,,总经理,正厅,无,硕士,2
3045,程光,3,,,是,否,420000,湖北省,420100,武汉市,副省级城市,,,中央企业,5044,武汉钢铁(集团)公司  ,,,,副总经理、副董事长,正厅,无,硕士,3
3045,程光,4,,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副主任,正厅,无,硕士,4
3045,程光,5,,2/1/2005,否,否,310000,上海市,310109,虹口区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,5
3046,俞北华,1,8/1/1983,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副主任科员,小于副处,无,不详,1
3046,俞北华,2,,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,主任科员,小于副处,无,不详,2
3046,俞北华,3,,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副处长,副处,无,不详,3
3046,俞北华,4,,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,城市发展处,,处长,正处,无,不详,4
3046,俞北华,5,,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副总经济师,正处,无,不详,5
3046,俞北华,6,,,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,副主任,副厅,无,不详,6
3046,俞北华,7,,3/1/2005,否,否,310000,上海市,310109,虹口区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,不详,7
3046,俞北华,8,,3/1/2005,否,否,310000,上海市,310109,虹口区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,不详,8
3046,俞北华,9,2/1/2005,2/1/2010,否,否,310000,上海市,310109,虹口区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,9
3046,俞北华,10,2/1/2010,2/1/2013,否,否,310000,上海市,,,,,,地方企业,9064,上海久事公司,,,,党委书记、副总经理,正厅,无,不详,10
3046,俞北华,11,2/1/2013,7/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2603,发展改革/计划委员会,,,,主任,正厅,无,不详,11
3047,曹立强,1,9/1/1984,7/1/1986,是,否,310000,上海市,,,,,,学校,80217,上海师范大学,,政教专业,,学生,无级别,学校,本科,1
3047,曹立强,2,7/1/1986,2/1/1994,是,否,310000,上海市,,,,,,学校,82271,大连中学,,,,大队辅导员,小于副处,学校,本科,2
3047,曹立强,3,9/1/1988,7/1/1990,是,否,310000,上海市,,,,,,学校,82044,上海第二教育学院,,政教专业,,学员,小于副处,学校,本科,3
